"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Interviews","PostRaceInterview","Type = WinnerWonByLargeGap","Player","Yes, this series needs a shake up!","PSG_80000466","Source = InterviewBookends; Type = Conclusion;","PlayerTeam:Marketability = +5;","TRUE","","","","Yes, this series needs a shake up!","Yes, this series needs a shake up!","Yes, this series needs a shake up!","Yes, this series needs a shake up!","Yes, this series needs a shake up!","Yes, this series needs a shake up!","Yes, this series needs a shake up!","Yes, this series needs a shake up!","Yes, this series needs a shake up!"
"Interviews","PostRaceInterview","Type = WinnerWonByLargeGap","Player","Not at all. Today was a fantastic display of engineering excellence. This is what the sport is all about.","PSG_80000467","Source = InterviewBookends; Type = Conclusion;","Chairman:Happiness = +5;","TRUE","","","","Not at all. Today was a fantastic display of engineering excellence. This is what the sport is all about.","Not at all. Today was a fantastic display of engineering excellence. This is what the sport is all about.","Not at all. Today was a fantastic display of engineering excellence. This is what the sport is all about.","Not at all. Today was a fantastic display of engineering excellence. This is what the sport is all about.","Not at all. Today was a fantastic display of engineering excellence. This is what the sport is all about.","Not at all. Today was a fantastic display of engineering excellence. This is what the sport is all about.","Not at all. Today was a fantastic display of engineering excellence. This is what the sport is all about.","Not at all. Today was a fantastic display of engineering excellence. This is what the sport is all about.","Not at all. Today was a fantastic display of engineering excellence. This is what the sport is all about."
"Interviews","PostRaceInterview","Type = WinnerWonByLargeGap","Player","{#1PreviousRace:Name} just got lucky today - this was an anomaly.","PSG_80000468","Source = InterviewBookends; Type = Conclusion;","#1PreviousRace:AddTrait = 281; Driver1:Morale = +5; Driver2:Morale = +5;","TRUE","","","<gender^#1PreviousRace=F>
{InterviewSubject:Name} just got lucky today - this was an anomaly.
</gender>
<gender^#1PreviousRace=M>
{InterviewSubject:Name} just got lucky today - this was an anomaly.
</gender>","{#1PreviousRace:Name} just got lucky today - this was an anomaly.","{#1PreviousRace:Name} just got lucky today - this was an anomaly.","{#1PreviousRace:Name} just got lucky today - this was an anomaly.","{#1PreviousRace:Name} just got lucky today - this was an anomaly.","{#1PreviousRace:Name} just got lucky today - this was an anomaly.","{#1PreviousRace:Name} just got lucky today - this was an anomaly.","{#1PreviousRace:Name} just got lucky today - this was an anomaly.","{#1PreviousRace:Name} just got lucky today - this was an anomaly.","{#1PreviousRace:Name} just got lucky today - this was an anomaly."
"Interviews","PostRaceInterview","Type = Question4; RacesFromStartOfSeason > 1; PreviousRaceCrashes >= 3;","MediaPerson","Yesterday's race in {Location} is likely to be remembered for its high crash count. Do you think the sport needs a safety overhaul?","PSG_80000469","Type = HighCrashCount;","","TRUE","","","","Yesterday's race in {Location} is likely to be remembered for its high crash count. Do you think the sport needs a safety overhaul?","Yesterday's race in {Location} is likely to be remembered for its high crash count. Do you think the sport needs a safety overhaul?","Yesterday's race in {Location} is likely to be remembered for its high crash count. Do you think the sport needs a safety overhaul?","Yesterday's race in {Location} is likely to be remembered for its high crash count. Do you think the sport needs a safety overhaul?","Yesterday's race in {Location} is likely to be remembered for its high crash count. Do you think the sport needs a safety overhaul?","Yesterday's race in {Location} is likely to be remembered for its high crash count. Do you think the sport needs a safety overhaul?","Yesterday's race in {Location} is likely to be remembered for its high crash count. Do you think the sport needs a safety overhaul?","Yesterday's race in {Location} is likely to be remembered for its high crash count. Do you think the sport needs a safety overhaul?","Yesterday's race in {Location} is likely to be remembered for its high crash count. Do you think the sport needs a safety overhaul?"
"Interviews","PostRaceInterview","Type = HighCrashCount","Player","No - that race was a freak occurance. The sport is fine.","PSG_80000470","Source = InterviewBookends; Type = Conclusion;","Chairman:Happiness = +5;","TRUE","","","","No - that race was a freak occurance. The sport is fine.","No - that race was a freak occurance. The sport is fine.","No - that race was a freak occurance. The sport is fine.","No - that race was a freak occurance. The sport is fine.","No - that race was a freak occurance. The sport is fine.","No - that race was a freak occurance. The sport is fine.","No - that race was a freak occurance. The sport is fine.","No - that race was a freak occurance. The sport is fine.","No - that race was a freak occurance. The sport is fine."
"Interviews","PostRaceInterview","Type = HighCrashCount","Player","Perhaps, but it's very easy to overreact after a race like that. We should give it time.","PSG_80000471","Source = InterviewBookends; Type = Conclusion;","","TRUE","","","","Perhaps, but it's very easy to overreact after a race like that. We should give it time.","Perhaps, but it's very easy to overreact after a race like that. We should give it time.","Perhaps, but it's very easy to overreact after a race like that. We should give it time.","Perhaps, but it's very easy to overreact after a race like that. We should give it time.","Perhaps, but it's very easy to overreact after a race like that. We should give it time.","Perhaps, but it's very easy to overreact after a race like that. We should give it time.","Perhaps, but it's very easy to overreact after a race like that. We should give it time.","Perhaps, but it's very easy to overreact after a race like that. We should give it time.","Perhaps, but it's very easy to overreact after a race like that. We should give it time."
"Interviews","PostRaceInterview","Type = HighCrashCount","Player","Absolutely. I don't want my drivers getting hurt due to substandard safety regulations!","PSG_80000472","Source = InterviewBookends; Type = Conclusion;","Driver1:Morale = +5; Driver2:Morale = +5;","TRUE","","","","Absolutely. I don't want my drivers getting hurt due to substandard safety regulations!","Absolutely. I don't want my drivers getting hurt due to substandard safety regulations!","Absolutely. I don't want my drivers getting hurt due to substandard safety regulations!","Absolutely. I don't want my drivers getting hurt due to substandard safety regulations!","Absolutely. I don't want my drivers getting hurt due to substandard safety regulations!","Absolutely. I don't want my drivers getting hurt due to substandard safety regulations!","Absolutely. I don't want my drivers getting hurt due to substandard safety regulations!","Absolutely. I don't want my drivers getting hurt due to substandard safety regulations!","Absolutely. I don't want my drivers getting hurt due to substandard safety regulations!"
"Interviews","PostRaceInterview","Type = Question4; RacesFromStartOfSeason > 1; PreviousRaceRetirements >= 2;","MediaPerson","Yesterday's race in {Location} had an unusually high number of race retirements. What do you think caused so many cars to malfunction?","PSG_80000473","Type = HighRetirementCount;","","TRUE","","","","Yesterday's race in {Location} had an unusually high number of race retirements. What do you think caused so many cars to malfunction?","Yesterday's race in {Location} had an unusually high number of race retirements. What do you think caused so many cars to malfunction?","Yesterday's race in {Location} had an unusually high number of race retirements. What do you think caused so many cars to malfunction?","Yesterday's race in {Location} had an unusually high number of race retirements. What do you think caused so many cars to malfunction?","Yesterday's race in {Location} had an unusually high number of race retirements. What do you think caused so many cars to malfunction?","Yesterday's race in {Location} had an unusually high number of race retirements. What do you think caused so many cars to malfunction?","Yesterday's race in {Location} had an unusually high number of race retirements. What do you think caused so many cars to malfunction?","Yesterday's race in {Location} had an unusually high number of race retirements. What do you think caused so many cars to malfunction?","Yesterday's race in {Location} had an unusually high number of race retirements. What do you think caused so many cars to malfunction?"
"Interviews","PostRaceInterview","Type = HighRetirementCount","Player","We're all trying to push our cars to their limits, so it's inevitable that some of us would overstretch.","PSG_80000474","Source = InterviewBookends; Type = Conclusion;","Chairman:Happiness = +5;","TRUE","","","","We're all trying to push our cars to their limits, so it's inevitable that some of us would overstretch.","We're all trying to push our cars to their limits, so it's inevitable that some of us would overstretch.","We're all trying to push our cars to their limits, so it's inevitable that some of us would overstretch.","We're all trying to push our cars to their limits, so it's inevitable that some of us would overstretch.","We're all trying to push our cars to their limits, so it's inevitable that some of us would overstretch.","We're all trying to push our cars to their limits, so it's inevitable that some of us would overstretch.","We're all trying to push our cars to their limits, so it's inevitable that some of us would overstretch.","We're all trying to push our cars to their limits, so it's inevitable that some of us would overstretch.","We're all trying to push our cars to their limits, so it's inevitable that some of us would overstretch."
"Interviews","PostRaceInterview","Type = HighRetirementCount","Player","In this sport, you have to take risks. Sometimes it pays off, other times it results in races like yesterday's.","PSG_80000475","Source = InterviewBookends; Type = Conclusion;","PlayerTeam:Marketability = +5; ","TRUE","","","","In this sport, you have to take risks. Sometimes it pays off, other times it results in races like yesterday's.","In this sport, you have to take risks. Sometimes it pays off, other times it results in races like yesterday's.","In this sport, you have to take risks. Sometimes it pays off, other times it results in races like yesterday's.","In this sport, you have to take risks. Sometimes it pays off, other times it results in races like yesterday's.","In this sport, you have to take risks. Sometimes it pays off, other times it results in races like yesterday's.","In this sport, you have to take risks. Sometimes it pays off, other times it results in races like yesterday's.","In this sport, you have to take risks. Sometimes it pays off, other times it results in races like yesterday's.","In this sport, you have to take risks. Sometimes it pays off, other times it results in races like yesterday's.","In this sport, you have to take risks. Sometimes it pays off, other times it results in races like yesterday's."
